project,package,class,method,time_green
JPII,-,Bullet,increaseX.(I)V,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getColumnClass.(I)Ljava/lang/Object;,31
clrung,-,Heap,exchange.(II)V,27
zyq001,edu.bupt.zyq,MinStack,push.(I)V,46
tliu17,-,ClosedHashing,delete.(II)V,44
phdabel,util,MASLABRouting,getSearch.(I)Ljava/lang/Object;,28
tliu17,-,OpenHashing,lookUp.(II)V,35
sheryanresutov,GameBackEnd,GameLobby,delPlayer.(I)V,28
tliu17,-,MatrixGraph,areNeighbors.(II)Z,26
KenyStev,Zero.Studio.Gato,Gato,set0.(II)V,33
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,get.(I)S,29
kschlorff16,-,Picture,get.(II)Ljava/awt/Color;,31
linsonzhao,video.app.com.views,ScallingImageView,setMaxHeight.(I)V,28
supernova-cmu,CV,CrossValidationWithPruning,validate.(I)Ljava/lang/Object;,27
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getInitialWindowSize.(I)I,26
vcsupser,io.netty.example.portunification,PortUnificationServerHandler,isHttp.(II)Z,28
rails-school,org.railsschool.tiramisu.views.patterns,ReminderSeekbarLabelPattern,_setCurrent.(I)V,28
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,shiftHue.(I)Ljava/lang/Object;,27
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,setCheckedItemPosition.(I)V,26
fabiuz7,edu.priceton.cs.graph,GraphGenerator,completeBipartite.(II)Ljava/lang/Object;,27
hpu-spring87,com.hpuvoice.fragment,ChatFragment,viewPagerItem.(I)Ljava/lang/Object;,33
KenyStev,com.ZeroStudio.Algorimos.week1,QuickUnionUF,connected.(II)Z,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,canInput_Item.(I)Z,29
abraxasson,at.abraxas.amarino.plugins.compass,EditActivity,getRateText.(I)Ljava/lang/Object;,26
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newCon.(I)I,27
MikeLydeamore,powercrystals.core.gui.controls,ListBox,onMousePressed.(III)Z,28
spiritistz,com.wordpress.hifilmtheapp,MainActivity,getOutputMediaFileUri.(I)Ljava/lang/Object;,26
Jumping-alien-W-and-M,jumpingalien.model,World,setXWindow.(I)V,27
twitter,com.twitter.http2,HttpHeaderBlockEncoder,setEncoderMaxHeaderTableSize.(I)V,36
Jumping-alien-W-and-M,jumpingalien.model,World,getProperXWindow.(I)I,31
Trololoshe4ki,-,Proba3,metodDelete.(I)V,32
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,update.(I)V,36
double0291,io.vov.vitamio.widget,CenterLayout,onMeasure.(II)V,28
